,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA
128,2020,MG,VEREADOR,YARA MARQUES LOPES,APTO,DEFERIDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,23,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
318,2020,MG,VEREADOR,ANDREIA FERREIRA CASTRO,APTO,DEFERIDO,PARTIDO VERDE,28,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,50907.47,DEFERIDO,PENDENTE DE JULGAMENTO
323,2020,SP,VEREADOR,JOÃO PAULO DE SOUZA NOGUEIRA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,22684.34,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
358,2020,RJ,VEREADOR,KAÍSA ECKHARDT LEÔNCIO,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,21,FEMININO,ENSINO MÉDIO INCOMPLETO,PRETA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
448,2020,CE,VEREADOR,EDUARDA HULLE PEREIRA DANTAS,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,28,FEMININO,SUPERIOR COMPLETO,BRANCA,20933.97,DEFERIDO,PENDENTE DE JULGAMENTO
752,2020,SP,VEREADOR,RENAN FERNANDES DE OLIVEIRA,APTO,DEFERIDO,PODEMOS,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,701644.03,INDEFERIDO,PENDENTE DE JULGAMENTO
1917,2020,ES,VEREADOR,LETICIA BELATO,APTO,DEFERIDO,PARTIDO VERDE,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,21125.62,DEFERIDO,PENDENTE DE JULGAMENTO
2030,2020,SP,VEREADOR,MATEUS ALVES RODRIGUES,APTO,DEFERIDO,REDE SUSTENTABILIDADE,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,164003.69,DEFERIDO,PENDENTE DE JULGAMENTO
2187,2020,SP,VEREADOR,JOABSON MENEZES SANTOS,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,25,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,163307.42,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
2281,2020,SP,VICE-PREFEITO,WELLINGTON LUIS PEGORIN,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
2286,2020,SP,VEREADOR,YGOR FERNANDO DA SILVA MELO,APTO,DEFERIDO,PODEMOS,24,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,22684.34,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
2393,2020,GO,VICE-PREFEITO,OSÉIAS GONÇALVES MARGARIDA,APTO,DEFERIDO,PROGRESSISTAS,29,MASCULINO,SUPERIOR COMPLETO,PRETA,,DEFERIDO,PENDENTE DE JULGAMENTO
2449,2020,PE,VEREADOR,ANDRYELICA GOMES PAULINO ALVES,APTO,DEFERIDO,CIDADANIA,23,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,30212.71,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
2613,2020,PE,VEREADOR,CLÉUVES LOPES DA SILVA PEREIRA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
2645,2020,SP,VEREADOR,DIEGO DOS ANJOS DIAS,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,163307.42,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
2836,2020,RN,VEREADOR,KARYNA VANESSA BEZERRA DE ANDRADE,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29,FEMININO,SUPERIOR COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
2882,2020,SP,VEREADOR,RENATA CINTRA DO NASCIMENTO RODRIGUES,APTO,DEFERIDO,PROGRESSISTAS,26,FEMININO,SUPERIOR COMPLETO,BRANCA,66966.99,DEFERIDO,PENDENTE DE JULGAMENTO
2887,2020,RJ,VEREADOR,KAREN DE OLIVEIRA FIUZA,APTO,DEFERIDO,REPUBLICANOS,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
2888,2020,PA,VICE-PREFEITO,SABRINA SANTOS MOURA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,23,FEMININO,SUPERIOR COMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
2896,2020,CE,VEREADOR,ROBERTO RIBEIRO DA SILVA,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,50682.34,DEFERIDO,PENDENTE DE JULGAMENTO
2960,2020,SP,VEREADOR,GUSTAVO BOARÊTTO GONZAGA,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,18,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,INDEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
2981,2020,BA,VEREADOR,WESLLEY DA SILVA,APTO,DEFERIDO,SOLIDARIEDADE,23,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,30164.4,DEFERIDO,PENDENTE DE JULGAMENTO
2982,2020,MG,VICE-PREFEITO,MARCOS VINICIUS DE FREITAS GOMES,APTO,DEFERIDO,PATRIOTA,27,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PRETA,,DEFERIDO,PENDENTE DE JULGAMENTO
3019,2020,CE,VEREADOR,PETILLA NARA BEZERRA BRAGA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,31221.13,DEFERIDO,PENDENTE DE JULGAMENTO
3037,2020,SP,VEREADOR,DIEGO GOMES VIEIRA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,164003.69,DEFERIDO,PENDENTE DE JULGAMENTO
3085,2020,PB,VEREADOR,QUEZIA PEREIRA FREITAS,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,20580.25,DEFERIDO,PENDENTE DE JULGAMENTO
3086,2020,SP,VEREADOR,BRUNA ARAUJO ANDOLINI,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,FEMININO,SUPERIOR COMPLETO,BRANCA,209286.98,DEFERIDO,PENDENTE DE JULGAMENTO
3125,2020,PB,VEREADOR,LUANA REGO SILVA,APTO,DEFERIDO,PROGRESSISTAS,24,FEMININO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
3402,2020,RJ,VEREADOR,BRUNO JUVENAL DO COUTO CARREIRO,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
3457,2020,PB,VEREADOR,TAYNAN NASCIMENTO BARROS,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,21,FEMININO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
3551,2020,MG,VEREADOR,MARIANA ALICE DE SOUSA FERREIRA CASTRO,APTO,DEFERIDO,PROGRESSISTAS,23,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
3580,2020,SP,VEREADOR,BRUNO RAMOS DOS SANTOS,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
3744,2020,MG,VEREADOR,LEANDRO RIBEIRO DE LIMA,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
5070,2020,RJ,VEREADOR,ANA CAROLINA MARTINS DA SILVA LOPES,APTO,DEFERIDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,29,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
5071,2020,SC,VICE-PREFEITO,GUSTAVO CARVALHO DA SILVA,APTO,DEFERIDO,REPUBLICANOS,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
5229,2020,SP,VEREADOR,GUSTAVO ALMEIDA CARDOSO DE LIMA,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,19,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
5316,2020,MG,VEREADOR,MARINES RIBEIRO LOPES,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,21,FEMININO,SUPERIOR INCOMPLETO,BRANCA,22651.59,DEFERIDO,PENDENTE DE JULGAMENTO
5393,2020,SP,VEREADOR,GUSTAVO OZIMO CUNHA,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,164003.69,DEFERIDO,PENDENTE DE JULGAMENTO
5407,2020,AL,VEREADOR,THYAGO PEREIRA CARDOSO,APTO,DEFERIDO,DEMOCRATAS,25,MASCULINO,SUPERIOR INCOMPLETO,PARDA,37215.35,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
5543,2020,CE,VEREADOR,KELYA FREIRE LOPES,APTO,DEFERIDO,PODEMOS,21,FEMININO,SUPERIOR INCOMPLETO,PARDA,16426.56,DEFERIDO,PENDENTE DE JULGAMENTO
5841,2020,PA,VEREADOR,VALERIA DA SILVA DE FREITAS,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,22,FEMININO,LÊ E ESCREVE,PARDA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
5842,2020,AM,VEREADOR,ROSA MARIA FERNANDES DE SOUZA,APTO,PENDENTE DE JULGAMENTO,PARTIDO DOS TRABALHADORES,29,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
5846,2020,SP,VEREADOR,LUIZ FERNANDO SANTOS CRUZ,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,23,MASCULINO,SUPERIOR INCOMPLETO,PRETA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
5858,2020,RJ,VEREADOR,RAFAELA CRISTINA XIMENES TESTI,APTO,DEFERIDO,REDE SUSTENTABILIDADE,23,FEMININO,SUPERIOR COMPLETO,SEM INFORMAÇÃO,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
5859,2020,MG,VEREADOR,DIEGO MACHADO FIGUEIRAS,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,20,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
5867,2020,PE,PREFEITO,FRANCISCO VICTOR RAMOS COELHO,APTO,DEFERIDO,SOLIDARIEDADE,23,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,281535.32,DEFERIDO,PENDENTE DE JULGAMENTO
5868,2020,SP,VEREADOR,FELIPE FARIAS CALAZANS,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,24,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
5891,2020,SP,VEREADOR,JAQUELINE DE SOUSA SILVA,APTO,DEFERIDO,PATRIOTA,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,39219.11,DEFERIDO,PENDENTE DE JULGAMENTO
5922,2020,PB,VEREADOR,GILVANIA BAZILIO FELIX,APTO,DEFERIDO,PARTIDO VERDE,26,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
6134,2020,MG,VEREADOR,JOSE TIAGO DA SILVA OLIVEIRA,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,26,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,45259.97,DEFERIDO,PENDENTE DE JULGAMENTO
7007,2020,RJ,VEREADOR,JOÃO PEDRO NEVES DA FONSECA,APTO,DEFERIDO,PATRIOTA,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,15273.23,DEFERIDO,PENDENTE DE JULGAMENTO
7208,2020,SP,VEREADOR,ALEXANDRE ANTONIO DE OLIVEIRA,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
7600,2020,SP,VEREADOR,MATHEUS GUILHERME GOMES PRATES,APTO,DEFERIDO,PATRIOTA,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
7655,2020,SP,VEREADOR,THIESLEY SILVA DE MORAES,APTO,DEFERIDO,SOLIDARIEDADE,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
7820,2020,PA,VEREADOR,DARILENE ALMEIDA PINHEIRO,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,21,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,37269.99,DEFERIDO,PENDENTE DE JULGAMENTO
7946,2020,RN,PREFEITO,NATHALIA DE SOUZA MARTINS,APTO,DEFERIDO,DEMOCRATAS,28,FEMININO,SUPERIOR COMPLETO,PARDA,123077.42,DEFERIDO,PENDENTE DE JULGAMENTO
8007,2020,BA,VEREADOR,PAULO ROBERTO LESSA PEREIRA FILHO,APTO,DEFERIDO,REDE SUSTENTABILIDADE,25,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,17951.88,DEFERIDO,PENDENTE DE JULGAMENTO
8072,2020,RJ,VEREADOR,VICTOR DE SOUZA SILVA,APTO,DEFERIDO,PROGRESSISTAS,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
8098,2020,AM,VEREADOR,ELIZANGELA DA CRUZ CARDENES,APTO,DEFERIDO,CIDADANIA,29,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,INDÍGENA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
8120,2020,RJ,VEREADOR,LUIZ DOS SANTOS ANTONIO,APTO,DEFERIDO,PATRIOTA,28,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PRETA,86165.68,DEFERIDO,PENDENTE DE JULGAMENTO
8152,2020,GO,VEREADOR,NAYARA MACIEL FARIA,APTO,DEFERIDO,PROGRESSISTAS,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,31798.33,DEFERIDO,PENDENTE DE JULGAMENTO
8166,2020,SP,VEREADOR,ANA BEATRIZ AZEVEDO SOUZA LUIZ,APTO,DEFERIDO,REPUBLICANOS,24,FEMININO,SUPERIOR COMPLETO,BRANCA,31776.7,DEFERIDO,PENDENTE DE JULGAMENTO
8173,2020,SP,VEREADOR,JULIANA ZANETTI DA SILVA FRANCA,APTO,DEFERIDO,REPUBLICANOS,28,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
8174,2020,AL,VEREADOR,VALBYA CARLA BARBOSA SILVA,APTO,DEFERIDO,REPUBLICANOS,24,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
8197,2020,RJ,VEREADOR,ANDRESSA DOS SANTOS RAMOS,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,26,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,86165.68,DEFERIDO,PENDENTE DE JULGAMENTO
8202,2020,SP,VEREADOR,ALLAN MOHAMED MELO HASSAN,APTO,DEFERIDO,PATRIOTA,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,65326.02,DEFERIDO,PENDENTE DE JULGAMENTO
8205,2020,PI,VEREADOR,JOAO ROMULO FERREIRA BATISTA,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,26344.74,DEFERIDO,PENDENTE DE JULGAMENTO
8226,2020,SP,VEREADOR,GUILHERME PEREIRA KNUST BREDER,APTO,DEFERIDO,PODEMOS,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,65326.02,DEFERIDO,PENDENTE DE JULGAMENTO
8261,2020,PE,VEREADOR,LAISA MIRELLY SILVA DE LIRA,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,21,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
8262,2020,BA,VEREADOR,ANDRESSA LORENA BATISTA DA CONCEIÇÃO,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,22,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,26473.47,DEFERIDO,PENDENTE DE JULGAMENTO
8320,2020,MG,VEREADOR,GEOVANA CARVALHO DA CRUZ,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,50907.47,DEFERIDO,PENDENTE DE JULGAMENTO
8321,2020,RJ,VEREADOR,MURILO BATISTA MUSSI,APTO,DEFERIDO,PROGRESSISTAS,20,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
8322,2020,SP,VEREADOR,HEIDE SAMARA SILVA DO NASCIMENTO,APTO,DEFERIDO,PROGRESSISTAS,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
8323,2020,RJ,VEREADOR,VICTOR DE OLIVEIRA QUERES,APTO,DEFERIDO,PODEMOS,24,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,15273.23,DEFERIDO,PENDENTE DE JULGAMENTO
8338,2020,ES,VEREADOR,GABRIELLA SARAI DE JESUS SANTOS,APTO,DEFERIDO,PATRIOTA,21,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,34922.44,DEFERIDO,PENDENTE DE JULGAMENTO
8342,2020,RJ,VEREADOR,JEAN MARCOS DE PASSOS CUNHA,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,319311.17,DEFERIDO,PENDENTE DE JULGAMENTO
8345,2020,PA,VEREADOR,FRANCINEI SOUSA DE ANDRADE,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,MASCULINO,SUPERIOR COMPLETO,PARDA,49904.2,DEFERIDO,PENDENTE DE JULGAMENTO
8358,2020,SP,VEREADOR,LUAN KLEBSON DE OLIVEIRA AMARAL,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,164003.69,DEFERIDO,PENDENTE DE JULGAMENTO
8366,2020,SE,VEREADOR,RAYANE ATANASIO SILVA,APTO,INDEFERIDO COM RECURSO,PARTIDO DOS TRABALHADORES,21,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,41407.73,INDEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
8391,2020,RJ,VEREADOR,ELLEN DA CONCEIÇÃO MOREIRA,APTO,DEFERIDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,29,FEMININO,LÊ E ESCREVE,PRETA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
8405,2020,MA,VEREADOR,ELENILTON FURTADO LISBOA,APTO,DEFERIDO,PROGRESSISTAS,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
8731,2020,SP,VEREADOR,NICOLAS GRANDAL LEMES,APTO,DEFERIDO,PARTIDO LIBERAL,29,MASCULINO,SUPERIOR COMPLETO,PARDA,27874.52,DEFERIDO,PENDENTE DE JULGAMENTO
8810,2020,RJ,VEREADOR,CLAUDIO MONTEIRO VERGETTI JUNIOR,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,24,MASCULINO,SUPERIOR COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
8832,2020,SP,VEREADOR,BEATRIZ SILVA DOS SANTOS,APTO,DEFERIDO,DEMOCRATAS,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,163307.42,DEFERIDO,PENDENTE DE JULGAMENTO
8904,2020,SP,VEREADOR,GABRIEL FONSECA RAPOSO,APTO,DEFERIDO,PATRIOTA,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,22684.34,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
10711,2020,SP,VEREADOR,ALDEAN RODRIGUES GONÇALVES,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PRETA,163307.42,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
10812,2020,MA,VEREADOR,PATRICIA SOUZA DA SILVA,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,27,FEMININO,SUPERIOR COMPLETO,PARDA,42145.2,INDEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
10813,2020,GO,VICE-PREFEITO,JOÃO PEDRO ALMEIDA RIBEIRO,APTO,DEFERIDO COM RECURSO,DEMOCRATAS,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
10848,2020,PE,VICE-PREFEITO,NIKAEL PEDRO DE SOUZA ARAÚJO,APTO,DEFERIDO,DEMOCRATAS,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,,DEFERIDO,PENDENTE DE JULGAMENTO
10915,2020,PE,VEREADOR,NATÁLIA PEREIRA DA SILVA LIMA,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,22487.32,DEFERIDO,PENDENTE DE JULGAMENTO
10931,2020,GO,VEREADOR,ROSILEIDE PEREIRA DE SOUSA,APTO,DEFERIDO,PATRIOTA,28,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,60956.4,DEFERIDO,PENDENTE DE JULGAMENTO
10980,2020,CE,VEREADOR,MARIA ANGELA DA CONCEIÇÃO SILVA,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,FEMININO,ENSINO MÉDIO INCOMPLETO,PRETA,38453.09,DEFERIDO,PENDENTE DE JULGAMENTO
11507,2020,RJ,VEREADOR,RUTH MACENA DIAS,APTO,DEFERIDO,PODEMOS,27,FEMININO,SUPERIOR COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
11569,2020,SP,VEREADOR,LUÍZ CARLOS MARIANO DOS SANTOS SILVA,APTO,DEFERIDO,PODEMOS,26,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PRETA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
11658,2020,MG,VEREADOR,KELLY GOMES PEREIRA,APTO,DEFERIDO,PARTIDO LIBERAL,29,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,50907.47,DEFERIDO,PENDENTE DE JULGAMENTO
11692,2020,SP,VEREADOR,BRUNA BILLAFON,APTO,DEFERIDO,PODEMOS,26,FEMININO,SUPERIOR INCOMPLETO,BRANCA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
11698,2020,PA,VEREADOR,DANIELE DA SILVA XAVIER,APTO,DEFERIDO,CIDADANIA,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
11798,2020,AL,VICE-PREFEITO,WHELDER FRANCISCO DA SILVA,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
11813,2020,SP,VEREADOR,EVELLYN MILENA DOS SANTOS,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,21,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
11814,2020,ES,VEREADOR,NATALIA DE SOUSA GOMES,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,29,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,102310.15,DEFERIDO,PENDENTE DE JULGAMENTO
11825,2020,SP,VEREADOR,JHONNY SOUZA VASCONCELOS PEREIRA,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,INDEFERIDO,PENDENTE DE JULGAMENTO
11953,2020,PA,PREFEITO,JOSÉ MATHEUS OLIVEIRA RÊGO DOS SANTOS,APTO,DEFERIDO,PATRIOTA,22,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,180735.42,DEFERIDO,PENDENTE DE JULGAMENTO
12217,2020,PR,VEREADOR,DANIELE DOS SANTOS CORREA,APTO,DEFERIDO,PODEMOS,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
12621,2020,RJ,VEREADOR,VIRGINIA MARIA BENTO DA SILVA FILHA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,25,FEMININO,SUPERIOR INCOMPLETO,PARDA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
12749,2020,BA,VEREADOR,VANIZI DO CARMO BATISTA,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,21,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
12882,2020,MG,VEREADOR,JUSCELINO KENNEDY BRUM JUNIOR,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,28,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
